Sample	Family ID	Population	Population Description	Gender
HG02494	PK07	PJL	Punjabi in Lahore,Pakistan	female
HG02495	PK07	PJL	Punjabi in Lahore,Pakistan	female
HG02496	BB57	ACB	African Caribbean in Barbados	male
HG02497	BB57	ACB	African Caribbean in Barbados	female
HG02501	BB58	ACB	African Caribbean in Barbados	male
HG02502	BB58	ACB	African Caribbean in Barbados	female
HG02505	BB59	ACB	African Caribbean in Barbados	female
HG02508	BB60	ACB	African Caribbean in Barbados	female
HG02511	BB56	ACB	African Caribbean in Barbados	female
HG02512	VN087	KHV	Kinh in Ho Chi Minh City, Vietnam	male
HG02513	VN087	KHV	Kinh in Ho Chi Minh City, Vietnam	female
HG02514	VN087	KHV	Kinh in Ho Chi Minh City, Vietnam	male
HG02521	VN090	KHV	Kinh in Ho Chi Minh City, Vietnam	male
HG02522	VN090	KHV	Kinh in Ho Chi Minh City, Vietnam	female
HG02523	VN090	KHV	Kinh in Ho Chi Minh City, Vietnam	female
HG02524	VN91	KHV	Kinh in Ho Chi Minh City, Vietnam	male
HG02525	VN91	KHV	Kinh in Ho Chi Minh City, Vietnam	female
HG02526	VN91	KHV	Kinh in Ho Chi Minh City, Vietnam	female
HG02536	BB61	ACB	African Caribbean in Barbados	male
HG02537	BB61	ACB	African Caribbean in Barbados	female
HG02541	BB63	ACB	African Caribbean in Barbados	male
HG02545	BB64	ACB	African Caribbean in Barbados	male
HG02546	BB64	ACB	African Caribbean in Barbados	female
HG02547	BB64	ACB	African Caribbean in Barbados	male
HG02549	BB65	ACB	African Caribbean in Barbados	female
HG02554	BB67	ACB	African Caribbean in Barbados	male
HG02555	BB67	ACB	African Caribbean in Barbados	female
HG02557	BB68	ACB	African Caribbean in Barbados	male
HG02558	BB68	ACB	African Caribbean in Barbados	female
HG02559	BB68	ACB	African Caribbean in Barbados	female
HG02561	GB18	GWD	Gambian in Western Division, The Gambia	male
HG02562	GB18	GWD	Gambian in Western Division, The Gambia	female
HG02563	GB18	GWD	Gambian in Western Division, The Gambia	male
HG02567	GB20	GWD	Gambian in Western Division, The Gambia	male
HG02568	GB20	GWD	Gambian in Western Division, The Gambia	female
HG02569	GB20	GWD	Gambian in Western Division, The Gambia	male
HG02570	GB21	GWD	Gambian in Western Division, The Gambia	male
HG02571	GB21	GWD	Gambian in Western Division, The Gambia	female
HG02572	GB21	GWD	Gambian in Western Division, The Gambia	male
HG02573	GB22	GWD	Gambian in Western Division, The Gambia	male
HG02574	GB22	GWD	Gambian in Western Division, The Gambia	female
HG02575	GB22	GWD	Gambian in Western Division, The Gambia	male
HG02577	BB69	ACB	African Caribbean in Barbados	female
HG02580	BB70	ACB	African Caribbean in Barbados	female
HG02582	GB23	GWD	Gambian in Western Division, The Gambia	male
HG02583	GB23	GWD	Gambian in Western Division, The Gambia	female
HG02584	GB23	GWD	Gambian in Western Division, The Gambia	male
HG02585	GB24	GWD	Gambian in Western Division, The Gambia	male
HG02586	GB24	GWD	Gambian in Western Division, The Gambia	female
HG02587	GB24	GWD	Gambian in Western Division, The Gambia	female
HG02588	GB25	GWD	Gambian in Western Division, The Gambia	male
HG02589	GB25	GWD	Gambian in Western Division, The Gambia	female
HG02590	GB25	GWD	Gambian in Western Division, The Gambia	male
HG02594	GB27	GWD	Gambian in Western Division, The Gambia	male
HG02595	GB27	GWD	Gambian in Western Division, The Gambia	female
HG02596	GB27	GWD	Gambian in Western Division, The Gambia	male
HG02597	PK08	PJL	Punjabi in Lahore,Pakistan	male
HG02599	PK08	PJL	Punjabi in Lahore,Pakistan	male
HG02600	PK09	PJL	Punjabi in Lahore,Pakistan	male
HG02601	PK09	PJL	Punjabi in Lahore,Pakistan	female
HG02602	PK09	PJL	Punjabi in Lahore,Pakistan	male
HG02603	PK10	PJL	Punjabi in Lahore,Pakistan	male
HG02604	PK10	PJL	Punjabi in Lahore,Pakistan	female
HG02605	PK10	PJL	Punjabi in Lahore,Pakistan	female
HG02610	GB28	GWD	Gambian in Western Division, The Gambia	male
HG02611	GB28	GWD	Gambian in Western Division, The Gambia	female
HG02612	GB28	GWD	Gambian in Western Division, The Gambia	male
HG02613	GB29	GWD	Gambian in Western Division, The Gambia	male
HG02614	GB29	GWD	Gambian in Western Division, The Gambia	female
HG02615	GB29	GWD	Gambian in Western Division, The Gambia	female
HG02620	GB31	GWD	Gambian in Western Division, The Gambia	male
HG02621	GB31	GWD	Gambian in Western Division, The Gambia	female
HG02622	GB31	GWD	Gambian in Western Division, The Gambia	female
HG02623	GB32	GWD	Gambian in Western Division, The Gambia	male
HG02624	GB32	GWD	Gambian in Western Division, The Gambia	female
HG02625	GB32	GWD	Gambian in Western Division, The Gambia	male
HG02628	GB33	GWD	Gambian in Western Division, The Gambia	male
HG02629	GB33	GWD	Gambian in Western Division, The Gambia	female
HG02630	GB33	GWD	Gambian in Western Division, The Gambia	female
HG02634	GB35	GWD	Gambian in Western Division, The Gambia	male
HG02635	GB35	GWD	Gambian in Western Division, The Gambia	female
HG02636	GB35	GWD	Gambian in Western Division, The Gambia	male
HG02642	GB37	GWD	Gambian in Western Division, The Gambia	male
HG02643	GB37	GWD	Gambian in Western Division, The Gambia	female
HG02644	GB37	GWD	Gambian in Western Division, The Gambia	male
HG02645	GB38	GWD	Gambian in Western Division, The Gambia	male
HG02646	GB38	GWD	Gambian in Western Division, The Gambia	female
HG02647	GB38	GWD	Gambian in Western Division, The Gambia	male
HG02648	PK11	PJL	Punjabi in Lahore,Pakistan	male
HG02649	PK11	PJL	Punjabi in Lahore,Pakistan	female
HG02650	PK11	PJL	Punjabi in Lahore,Pakistan	male
HG02651	PK12	PJL	Punjabi in Lahore,Pakistan	male
HG02652	PK12	PJL	Punjabi in Lahore,Pakistan	female
HG02653	PK12	PJL	Punjabi in Lahore,Pakistan	female
HG02654	PK13	PJL	Punjabi in Lahore,Pakistan	male
HG02655	PK13	PJL	Punjabi in Lahore,Pakistan	female
HG02656	PK13	PJL	Punjabi in Lahore,Pakistan	male
HG02657	PK14	PJL	Punjabi in Lahore,Pakistan	male
HG02658	PK14	PJL	Punjabi in Lahore,Pakistan	female
HG02659	PK14	PJL	Punjabi in Lahore,Pakistan	female
HG02660	PK15	PJL	Punjabi in Lahore,Pakistan	male
HG02661	PK15	PJL	Punjabi in Lahore,Pakistan	female
HG02662	PK15	PJL	Punjabi in Lahore,Pakistan	female
HG02666	GB40	GWD	Gambian in Western Division, The Gambia	male
HG02667	GB40	GWD	Gambian in Western Division, The Gambia	female
HG02668	GB40	GWD	Gambian in Western Division, The Gambia	male
HG02675	GB43	GWD	Gambian in Western Division, The Gambia	male
HG02676	GB43	GWD	Gambian in Western Division, The Gambia	female
HG02677	GB43	GWD	Gambian in Western Division, The Gambia	female
HG02678	GB44	GWD	Gambian in Western Division, The Gambia	male
HG02679	GB44	GWD	Gambian in Western Division, The Gambia	female
HG02680	GB44	GWD	Gambian in Western Division, The Gambia	female
HG02681	PK16	PJL	Punjabi in Lahore,Pakistan	male
HG02682	PK16	PJL	Punjabi in Lahore,Pakistan	female
HG02683	PK16	PJL	Punjabi in Lahore,Pakistan	female
HG02684	PK17	PJL	Punjabi in Lahore,Pakistan	male
HG02685	PK17	PJL	Punjabi in Lahore,Pakistan	female
HG02686	PK17	PJL	Punjabi in Lahore,Pakistan	male
HG02687	PK18	PJL	Punjabi in Lahore,Pakistan	male
HG02688	PK18	PJL	Punjabi in Lahore,Pakistan	female
HG02689	PK18	PJL	Punjabi in Lahore,Pakistan	male
HG02690	PK19	PJL	Punjabi in Lahore,Pakistan	male
HG02691	PK19	PJL	Punjabi in Lahore,Pakistan	female
HG02692	PK19	PJL	Punjabi in Lahore,Pakistan	female
HG02694	PK20	PJL	Punjabi in Lahore,Pakistan	female
HG02696	PK21	PJL	Punjabi in Lahore,Pakistan	male
HG02697	PK21	PJL	Punjabi in Lahore,Pakistan	female
HG02698	PK21	PJL	Punjabi in Lahore,Pakistan	male
HG02699	PK22	PJL	Punjabi in Lahore,Pakistan	male
HG02700	PK22	PJL	Punjabi in Lahore,Pakistan	female
HG02701	PK22	PJL	Punjabi in Lahore,Pakistan	male
HG02702	GB45	GWD	Gambian in Western Division, The Gambia	male
HG02703	GB45	GWD	Gambian in Western Division, The Gambia	female
HG02704	GB45	GWD	Gambian in Western Division, The Gambia	female
HG02715	GB50	GWD	Gambian in Western Division, The Gambia	male
HG02716	GB50	GWD	Gambian in Western Division, The Gambia	female
HG02717	GB50	GWD	Gambian in Western Division, The Gambia	male
HG02721	GB52	GWD	Gambian in Western Division, The Gambia	male
HG02722	GB52	GWD	Gambian in Western Division, The Gambia	female
HG02723	GB52	GWD	Gambian in Western Division, The Gambia	female
HG02724	PK23	PJL	Punjabi in Lahore,Pakistan	male
HG02725	PK23	PJL	Punjabi in Lahore,Pakistan	female
HG02726	PK23	PJL	Punjabi in Lahore,Pakistan	female
HG02727	PK24	PJL	Punjabi in Lahore,Pakistan	male
HG02728	PK24	PJL	Punjabi in Lahore,Pakistan	female
HG02729	PK24	PJL	Punjabi in Lahore,Pakistan	male
HG02731	PK25	PJL	Punjabi in Lahore,Pakistan	female
HG02733	PK26	PJL	Punjabi in Lahore,Pakistan	male
HG02734	PK26	PJL	Punjabi in Lahore,Pakistan	female
HG02735	PK26	PJL	Punjabi in Lahore,Pakistan	male
HG02736	PK27	PJL	Punjabi in Lahore,Pakistan	male
HG02737	PK27	PJL	Punjabi in Lahore,Pakistan	female
HG02738	PK27	PJL	Punjabi in Lahore,Pakistan	male
HG02756	GB53	GWD	Gambian in Western Division, The Gambia	male
HG02757	GB53	GWD	Gambian in Western Division, The Gambia	female
HG02758	GB53	GWD	Gambian in Western Division, The Gambia	female
HG02759	GB54	GWD	Gambian in Western Division, The Gambia	male
HG02760	GB54	GWD	Gambian in Western Division, The Gambia	female
HG02761	GB54	GWD	Gambian in Western Division, The Gambia	female
HG02762	GB55	GWD	Gambian in Western Division, The Gambia	male
HG02763	GB55	GWD	Gambian in Western Division, The Gambia	female
HG02764	GB55	GWD	Gambian in Western Division, The Gambia	male
HG02768	GB57	GWD	Gambian in Western Division, The Gambia	male
HG02769	GB57	GWD	Gambian in Western Division, The Gambia	female
HG02770	GB57	GWD	Gambian in Western Division, The Gambia	female
HG02771	GB58	GWD	Gambian in Western Division, The Gambia	male
HG02772	GB58	GWD	Gambian in Western Division, The Gambia	female
HG02773	GB58	GWD	Gambian in Western Division, The Gambia	male
HG02774	PK28	PJL	Punjabi in Lahore,Pakistan	male
HG02775	PK28	PJL	Punjabi in Lahore,Pakistan	female
HG02776	PK28	PJL	Punjabi in Lahore,Pakistan	female
HG02778	PK29	PJL	Punjabi in Lahore,Pakistan	female
HG02779	PK29	PJL	Punjabi in Lahore,Pakistan	male
HG02780	PK30	PJL	Punjabi in Lahore,Pakistan	male
HG02781	PK30	PJL	Punjabi in Lahore,Pakistan	female
HG02783	PK31	PJL	Punjabi in Lahore,Pakistan	male
HG02784	PK31	PJL	Punjabi in Lahore,Pakistan	female
HG02785	PK31	PJL	Punjabi in Lahore,Pakistan	female
HG02786	PK32	PJL	Punjabi in Lahore,Pakistan	male
HG02787	PK32	PJL	Punjabi in Lahore,Pakistan	female
HG02788	PK32	PJL	Punjabi in Lahore,Pakistan	female
HG02789	PK33	PJL	Punjabi in Lahore,Pakistan	male
HG02790	PK33	PJL	Punjabi in Lahore,Pakistan	female
HG02791	PK33	PJL	Punjabi in Lahore,Pakistan	male
HG02792	PK34	PJL	Punjabi in Lahore,Pakistan	male
HG02793	PK34	PJL	Punjabi in Lahore,Pakistan	female
HG02794	PK34	PJL	Punjabi in Lahore,Pakistan	male
HG02798	GB60	GWD	Gambian in Western Division, The Gambia	male
HG02799	GB60	GWD	Gambian in Western Division, The Gambia	female
HG02800	GB60	GWD	Gambian in Western Division, The Gambia	male
HG02804	GB62	GWD	Gambian in Western Division, The Gambia	male
HG02805	GB62	GWD	Gambian in Western Division, The Gambia	female
HG02806	GB62	GWD	Gambian in Western Division, The Gambia	female
HG02807	GB63	GWD	Gambian in Western Division, The Gambia	male
HG02808	GB63	GWD	Gambian in Western Division, The Gambia	female
HG02809	GB63	GWD	Gambian in Western Division, The Gambia	female
HG02810	GB64	GWD	Gambian in Western Division, The Gambia	male
HG02811	GB64	GWD	Gambian in Western Division, The Gambia	female
HG02812	GB64	GWD	Gambian in Western Division, The Gambia	male
HG02813	GB65	GWD	Gambian in Western Division, The Gambia	male
HG02814	GB65	GWD	Gambian in Western Division, The Gambia	female
HG02815	GB65	GWD	Gambian in Western Division, The Gambia	male
HG02816	GB66	GWD	Gambian in Western Division, The Gambia	male
HG02817	GB66	GWD	Gambian in Western Division, The Gambia	female
HG02818	GB66	GWD	Gambian in Western Division, The Gambia	female
HG02819	GB67	GWD	Gambian in Western Division, The Gambia	male
HG02820	GB67	GWD	Gambian in Western Division, The Gambia	female
HG02821	GB67	GWD	Gambian in Western Division, The Gambia	male
HG02836	GB73	GWD	Gambian in Western Division, The Gambia	male
HG02837	GB73	GWD	Gambian in Western Division, The Gambia	female
HG02838	GB73	GWD	Gambian in Western Division, The Gambia	male
HG02839	GB74	GWD	Gambian in Western Division, The Gambia	male
HG02840	GB74	GWD	Gambian in Western Division, The Gambia	female
HG02841	GB74	GWD	Gambian in Western Division, The Gambia	female
HG02851	GB78	GWD	Gambian in Western Division, The Gambia	male
HG02852	GB78	GWD	Gambian in Western Division, The Gambia	female
HG02853	GB78	GWD	Gambian in Western Division, The Gambia	male
HG02854	GB79	GWD	Gambian in Western Division, The Gambia	male
HG02855	GB79	GWD	Gambian in Western Division, The Gambia	female
HG02856	GB79	GWD	Gambian in Western Division, The Gambia	male
HG02860	GB81	GWD	Gambian in Western Division, The Gambia	male
HG02861	GB81	GWD	Gambian in Western Division, The Gambia	female
HG02862	GB81	GWD	Gambian in Western Division, The Gambia	female
HG02869	GB84	GWD	Gambian in Western Division, The Gambia	male
HG02870	GB84	GWD	Gambian in Western Division, The Gambia	female
HG02871	GB84	GWD	Gambian in Western Division, The Gambia	female
HG02878	GB87	GWD	Gambian in Western Division, The Gambia	male
HG02879	GB87	GWD	Gambian in Western Division, The Gambia	female
HG02880	GB87	GWD	Gambian in Western Division, The Gambia	female
HG02881	GB88	GWD	Gambian in Western Division, The Gambia	male
HG02882	GB88	GWD	Gambian in Western Division, The Gambia	female
HG02883	GB88	GWD	Gambian in Western Division, The Gambia	male
HG02884	GB89	GWD	Gambian in Western Division, The Gambia	male
HG02885	GB89	GWD	Gambian in Western Division, The Gambia	female
HG02886	GB89	GWD	Gambian in Western Division, The Gambia	female
HG02887	GB90	GWD	Gambian in Western Division, The Gambia	male
HG02888	GB90	GWD	Gambian in Western Division, The Gambia	female
HG02889	GB90	GWD	Gambian in Western Division, The Gambia	female
HG02890	GB91	GWD	Gambian in Western Division, The Gambia	male
HG02891	GB91	GWD	Gambian in Western Division, The Gambia	female
HG02892	GB91	GWD	Gambian in Western Division, The Gambia	male
HG02895	GB93	GWD	Gambian in Western Division, The Gambia	male
HG02896	GB93	GWD	Gambian in Western Division, The Gambia	female
HG02897	GB93	GWD	Gambian in Western Division, The Gambia	female
HG02922	NG06	ESN	Esan in Nigeria	female
HG02923	NG06	ESN	Esan in Nigeria	male
HG02924	NG06	ESN	Esan in Nigeria	male
HG02938	NG11	ESN	Esan in Nigeria	male
HG02939	NG11	ESN	Esan in Nigeria	male
HG02941	NG12	ESN	Esan in Nigeria	male
HG02942	NG12	ESN	Esan in Nigeria	male
HG02943	NG13	ESN	Esan in Nigeria	female
HG02944	NG13	ESN	Esan in Nigeria	male
HG02945	NG13	ESN	Esan in Nigeria	female
HG02946	NG14	ESN	Esan in Nigeria	female
HG02947	NG14	ESN	Esan in Nigeria	male
HG02948	NG14	ESN	Esan in Nigeria	male
HG02952	NG16	ESN	Esan in Nigeria	female
HG02953	NG16	ESN	Esan in Nigeria	male
HG02954	NG16	ESN	Esan in Nigeria	male
HG02964	NG20	ESN	Esan in Nigeria	female
HG02965	NG20	ESN	Esan in Nigeria	male
HG02966	NG20	ESN	Esan in Nigeria	male
HG02968	NG21	ESN	Esan in Nigeria	male
HG02969	NG21	ESN	Esan in Nigeria	female
HG02970	NG22	ESN	Esan in Nigeria	female
HG02971	NG22	ESN	Esan in Nigeria	male
HG02972	NG22	ESN	Esan in Nigeria	male
HG02973	NG23	ESN	Esan in Nigeria	male
HG02974	NG23	ESN	Esan in Nigeria	female
HG02975	NG23	ESN	Esan in Nigeria	male
HG02976	NG24	ESN	Esan in Nigeria	female
HG02977	NG24	ESN	Esan in Nigeria	male
HG02978	NG24	ESN	Esan in Nigeria	female
HG02979	NG25	ESN	Esan in Nigeria	female
HG02980	NG25	ESN	Esan in Nigeria	male
HG02981	NG25	ESN	Esan in Nigeria	male
HG02982	GB97	GWD	Gambian in Western Division, The Gambia	male
HG02983	GB97	GWD	Gambian in Western Division, The Gambia	female
HG02984	GB97	GWD	Gambian in Western Division, The Gambia	male
HG03006	BD01	BEB	Bengali in Bangladesh	male
HG03007	BD01	BEB	Bengali in Bangladesh	female
HG03008	BD01	BEB	Bengali in Bangladesh	male
HG03009	HG03009	BEB	Bengali in Bangladesh	male
HG03012	BD3	BEB	Bengali in Bangladesh	male
HG03015	PK35	PJL	Punjabi in Lahore,Pakistan	male
HG03016	PK35	PJL	Punjabi in Lahore,Pakistan	female
HG03017	PK35	PJL	Punjabi in Lahore,Pakistan	male
HG03018	PK36	PJL	Punjabi in Lahore,Pakistan	male
HG03019	PK36	PJL	Punjabi in Lahore,Pakistan	female
HG03021	PK37	PJL	Punjabi in Lahore,Pakistan	male
HG03022	HG03022	PJL	Punjabi in Lahore,Pakistan	female
HG03023	PK37	PJL	Punjabi in Lahore,Pakistan	male
HG03024	GB105	GWD	Gambian in Western Division, The Gambia	male
HG03025	GB105	GWD	Gambian in Western Division, The Gambia	female
HG03026	GB105	GWD	Gambian in Western Division, The Gambia	female
HG03027	GB106	GWD	Gambian in Western Division, The Gambia	male
HG03028	GB106	GWD	Gambian in Western Division, The Gambia	female
HG03029	GB106	GWD	Gambian in Western Division, The Gambia	male
HG03033	GB108	GWD	Gambian in Western Division, The Gambia	male
HG03034	GB108	GWD	Gambian in Western Division, The Gambia	female
HG03035	GB108	GWD	Gambian in Western Division, The Gambia	male
HG03039	GB110	GWD	Gambian in Western Division, The Gambia	male
HG03040	GB110	GWD	Gambian in Western Division, The Gambia	female
HG03041	GB110	GWD	Gambian in Western Division, The Gambia	female
HG03045	GB112	GWD	Gambian in Western Division, The Gambia	male
HG03046	GB112	GWD	Gambian in Western Division, The Gambia	female
HG03047	GB112	GWD	Gambian in Western Division, The Gambia	female
HG03048	GB113	GWD	Gambian in Western Division, The Gambia	male
HG03049	GB113	GWD	Gambian in Western Division, The Gambia	female
HG03050	GB113	GWD	Gambian in Western Division, The Gambia	male
HG03052	SL01	MSL	Mende in Sierra Leone	female
HG03053	SL01	MSL	Mende in Sierra Leone	female
HG03054	SL02	MSL	Mende in Sierra Leone	male
HG03055	SL02	MSL	Mende in Sierra Leone	female
HG03056	SL02	MSL	Mende in Sierra Leone	male
HG03057	HG03057	MSL	Mende in Sierra Leone	male
HG03058	SL03	MSL	Mende in Sierra Leone	female
HG03059	SL03	MSL	Mende in Sierra Leone	male
HG03060	HG03060	MSL	Mende in Sierra Leone	male
HG03061	SL04	MSL	Mende in Sierra Leone	female
HG03062	SL04	MSL	Mende in Sierra Leone	male
HG03063	SL05	MSL	Mende in Sierra Leone	male
HG03064	SL05	MSL	Mende in Sierra Leone	female
HG03065	SL05	MSL	Mende in Sierra Leone	male
HG03066	SL06	MSL	Mende in Sierra Leone	male
HG03069	SL07	MSL	Mende in Sierra Leone	male
HG03072	SL08	MSL	Mende in Sierra Leone	male
HG03073	SL08	MSL	Mende in Sierra Leone	female
HG03074	HG03074	MSL	Mende in Sierra Leone	male
HG03076	SL09	MSL	Mende in Sierra Leone	female
HG03077	HG03077	MSL	Mende in Sierra Leone	male
HG03078	HG03078	MSL	Mende in Sierra Leone	male
HG03079	SL10	MSL	Mende in Sierra Leone	female
HG03080	SL10	MSL	Mende in Sierra Leone	female
HG03081	SL11	MSL	Mende in Sierra Leone	male
HG03082	SL11	MSL	Mende in Sierra Leone	female
HG03084	HG03084	MSL	Mende in Sierra Leone	male
HG03085	HG03085	MSL	Mende in Sierra Leone	female
HG03086	HG03086	MSL	Mende in Sierra Leone	female
HG03088	SL13	MSL	Mende in Sierra Leone	female
HG03091	SL14	MSL	Mende in Sierra Leone	female
HG03095	SL15	MSL	Mende in Sierra Leone	female
HG03096	SL16	MSL	Mende in Sierra Leone	male
HG03097	SL16	MSL	Mende in Sierra Leone	female
HG03098	SL16	MSL	Mende in Sierra Leone	male
HG03099	NG26	ESN	Esan in Nigeria	female
HG03100	NG26	ESN	Esan in Nigeria	male
HG03101	NG26	ESN	Esan in Nigeria	male
HG03103	NG27	ESN	Esan in Nigeria	male
HG03104	NG27	ESN	Esan in Nigeria	female
HG03105	NG28	ESN	Esan in Nigeria	female
HG03107	NG28	ESN	Esan in Nigeria	female
HG03108	NG29	ESN	Esan in Nigeria	female
HG03109	NG29	ESN	Esan in Nigeria	male
HG03110	NG29	ESN	Esan in Nigeria	female
HG03111	NG30	ESN	Esan in Nigeria	female
HG03112	NG30	ESN	Esan in Nigeria	male
HG03113	NG30	ESN	Esan in Nigeria	female
HG03114	NG31	ESN	Esan in Nigeria	female
HG03115	NG31	ESN	Esan in Nigeria	male
HG03116	NG31	ESN	Esan in Nigeria	female
HG03117	NG32	ESN	Esan in Nigeria	female
HG03118	NG32	ESN	Esan in Nigeria	male
HG03119	NG32	ESN	Esan in Nigeria	female
HG03120	NG33	ESN	Esan in Nigeria	male
HG03121	NG33	ESN	Esan in Nigeria	female
HG03122	NG33	ESN	Esan in Nigeria	male
HG03123	NG34	ESN	Esan in Nigeria	female
HG03124	NG34	ESN	Esan in Nigeria	male
HG03125	NG34	ESN	Esan in Nigeria	female
HG03126	NG35	ESN	Esan in Nigeria	female
HG03127	NG35	ESN	Esan in Nigeria	male
HG03128	NG35	ESN	Esan in Nigeria	male
HG03129	NG36	ESN	Esan in Nigeria	female
HG03130	NG36	ESN	Esan in Nigeria	male
HG03131	NG36	ESN	Esan in Nigeria	male
HG03132	NG37	ESN	Esan in Nigeria	female
HG03133	NG37	ESN	Esan in Nigeria	male
HG03134	NG37	ESN	Esan in Nigeria	male
HG03135	NG38	ESN	Esan in Nigeria	female
HG03136	NG38	ESN	Esan in Nigeria	male
HG03137	NG38	ESN	Esan in Nigeria	male
HG03139	NG39	ESN	Esan in Nigeria	male
HG03140	NG39	ESN	Esan in Nigeria	female
HG03157	NG45	ESN	Esan in Nigeria	male
HG03158	NG45	ESN	Esan in Nigeria	female
HG03159	NG46	ESN	Esan in Nigeria	female
HG03160	NG46	ESN	Esan in Nigeria	male
HG03161	NG46	ESN	Esan in Nigeria	male
HG03162	NG47	ESN	Esan in Nigeria	female
HG03163	NG47	ESN	Esan in Nigeria	male
HG03164	NG47	ESN	Esan in Nigeria	female
HG03166	NG48	ESN	Esan in Nigeria	male
HG03167	NG48	ESN	Esan in Nigeria	male
HG03168	NG49	ESN	Esan in Nigeria	female
HG03169	NG49	ESN	Esan in Nigeria	male
HG03170	NG49	ESN	Esan in Nigeria	male
HG03171	HG03171	ESN	Esan in Nigeria	female
HG03172	NG50	ESN	Esan in Nigeria	male
HG03173	NG50	ESN	Esan in Nigeria	male
HG03175	NG51	ESN	Esan in Nigeria	male
